읍면동,구 이름,동 이름,전체평균연령,남자,여자,약국,여성 복지 시설,교육 시설,문화 복지 시설,영화관,박물관,미술관,공연장,공원,도서관,녹지 분포,소음,대기청결도,휴식공간,수질오염,치안,깨끗한 길거리,주차질서
1124062,송파구,송파2동,43.4,43.0,43.8,0.7108108108108109,0.3333333333333333,0.4188963210702341,0.5,0.3333333333333333,0.21212121212121213,0.1,0.07228915662650602,0.9015151515151514,0.7272727272727272,0.7931034482758621,0.31666666666666643,0.17475728155339798,0.15384615384615374,0.0,0.03345724907063197,0.4601226993865031,0.0
1124063,송파구,석촌동,43.7,43.4,44.0,0.7108108108108109,0.3333333333333333,0.4188963210702341,0.5,0.3333333333333333,0.21212121212121213,0.1,0.07228915662650602,0.9015151515151514,0.7272727272727272,0.7931034482758621,0.31666666666666643,0.17475728155339798,0.15384615384615374,0.0,0.03345724907063197,0.4601226993865031,0.0
1124064,송파구,삼전동,43.2,42.6,43.8,0.7108108108108109,0.3333333333333333,0.4188963210702341,0.5,0.3333333333333333,0.21212121212121213,0.1,0.07228915662650602,0.9015151515151514,0.7272727272727272,0.7931034482758621,0.31666666666666643,0.17475728155339798,0.15384615384615374,0.0,0.03345724907063197,0.4601226993865031,0.0
1124065,송파구,가락본동,44.5,44.0,45.0,0.7108108108108109,0.3333333333333333,0.4188963210702341,0.5,0.3333333333333333,0.21212121212121213,0.1,0.07228915662650602,0.9015151515151514,0.7272727272727272,0.7931034482758621,0.31666666666666643,0.17475728155339798,0.15384615384615374,0.0,0.03345724907063197,0.4601226993865031,0.0
1124066,송파구,가락1동,40.6,40.1,41.1,0.7108108108108109,0.3333333333333333,0.4188963210702341,0.5,0.3333333333333333,0.21212121212121213,0.1,0.07228915662650602,0.9015151515151514,0.7272727272727272,0.7931034482758621,0.31666666666666643,0.17475728155339798,0.15384615384615374,0.0,0.03345724907063197,0.4601226993865031,0.0
1124067,송파구,가락2동,42.6,41.8,43.4,0.7108108108108109,0.3333333333333333,0.4188963210702341,0.5,0.3333333333333333,0.21212121212121213,0.1,0.07228915662650602,0.9015151515151514,0.7272727272727272,0.7931034482758621,0.31666666666666643,0.17475728155339798,0.15384615384615374,0.0,0.03345724907063197,0.4601226993865031,0.0
1124068,송파구,문정1동,44.2,43.4,44.9,0.7108108108108109,0.3333333333333333,0.4188963210702341,0.5,0.3333333333333333,0.21212121212121213,0.1,0.07228915662650602,0.9015151515151514,0.7272727272727272,0.7931034482758621,0.31666666666666643,0.17475728155339798,0.15384615384615374,0.0,0.03345724907063197,0.4601226993865031,0.0
1124069,송파구,문정2동,42.3,42.8,41.8,0.7108108108108109,0.3333333333333333,0.4188963210702341,0.5,0.3333333333333333,0.21212121212121213,0.1,0.07228915662650602,0.9015151515151514,0.7272727272727272,0.7931034482758621,0.31666666666666643,0.17475728155339798,0.15384615384615374,0.0,0.03345724907063197,0.4601226993865031,0.0
1124071,송파구,잠실본동,43.1,42.7,43.4,0.7108108108108109,0.3333333333333333,0.4188963210702341,0.5,0.3333333333333333,0.21212121212121213,0.1,0.07228915662650602,0.9015151515151514,0.7272727272727272,0.7931034482758621,0.31666666666666643,0.17475728155339798,0.15384615384615374,0.0,0.03345724907063197,0.4601226993865031,0.0
1124075,송파구,잠실4동,40.9,40.2,41.5,0.7108108108108109,0.3333333333333333,0.4188963210702341,0.5,0.3333333333333333,0.21212121212121213,0.1,0.07228915662650602,0.9015151515151514,0.7272727272727272,0.7931034482758621,0.31666666666666643,0.17475728155339798,0.15384615384615374,0.0,0.03345724907063197,0.4601226993865031,0.0
1124077,송파구,잠실6동,44.1,43.5,44.6,0.7108108108108109,0.3333333333333333,0.4188963210702341,0.5,0.3333333333333333,0.21212121212121213,0.1,0.07228915662650602,0.9015151515151514,0.7272727272727272,0.7931034482758621,0.31666666666666643,0.17475728155339798,0.15384615384615374,0.0,0.03345724907063197,0.4601226993865031,0.0
