읍면동,구 이름,동 이름,전체평균연령,남자,여자,약국,여성 복지 시설,교육 시설,문화 복지 시설,영화관,박물관,미술관,공연장,공원,도서관,녹지 분포,소음,대기청결도,휴식공간,수질오염,치안,깨끗한 길거리,주차질서
1124078,송파구,잠실7동,47.1,47.2,47.0,0.7108108108108109,0.3333333333333333,0.4188963210702341,0.5,0.3333333333333333,0.21212121212121213,0.1,0.07228915662650602,0.9015151515151514,0.7272727272727272,0.7931034482758621,0.31666666666666643,0.17475728155339798,0.15384615384615374,0.0,0.03345724907063197,0.4601226993865031,0.0
1124079,송파구,잠실2동,39.1,38.6,39.5,0.7108108108108109,0.3333333333333333,0.4188963210702341,0.5,0.3333333333333333,0.21212121212121213,0.1,0.07228915662650602,0.9015151515151514,0.7272727272727272,0.7931034482758621,0.31666666666666643,0.17475728155339798,0.15384615384615374,0.0,0.03345724907063197,0.4601226993865031,0.0
1124080,송파구,잠실3동,43.5,43.2,43.8,0.7108108108108109,0.3333333333333333,0.4188963210702341,0.5,0.3333333333333333,0.21212121212121213,0.1,0.07228915662650602,0.9015151515151514,0.7272727272727272,0.7931034482758621,0.31666666666666643,0.17475728155339798,0.15384615384615374,0.0,0.03345724907063197,0.4601226993865031,0.0
1124081,송파구,장지동,43.8,42.7,44.9,0.7108108108108109,0.3333333333333333,0.4188963210702341,0.5,0.3333333333333333,0.21212121212121213,0.1,0.07228915662650602,0.9015151515151514,0.7272727272727272,0.7931034482758621,0.31666666666666643,0.17475728155339798,0.15384615384615374,0.0,0.03345724907063197,0.4601226993865031,0.0
1124082,송파구,위례동,36.3,35.5,37.1,0.7108108108108109,0.3333333333333333,0.4188963210702341,0.5,0.3333333333333333,0.21212121212121213,0.1,0.07228915662650602,0.9015151515151514,0.7272727272727272,0.7931034482758621,0.31666666666666643,0.17475728155339798,0.15384615384615374,0.0,0.03345724907063197,0.4601226993865031,0.0
1125051,강동구,강일동,42.9,41.5,44.1,0.3621621621621621,0.0,0.2487458193979933,0.2857142857142857,0.2222222222222222,0.06060606060606061,0.0,0.024096385542168676,0.5606060606060606,0.4545454545454546,0.9224137931034493,0.8125,0.878640776699029,0.7802197802197801,0.7424892703862662,0.8996282527881041,1.0000000000000004,0.94
1125053,강동구,명일1동,43.3,42.2,44.3,0.3621621621621621,0.0,0.2487458193979933,0.2857142857142857,0.2222222222222222,0.06060606060606061,0.0,0.024096385542168676,0.5606060606060606,0.4545454545454546,0.9224137931034493,0.8125,0.878640776699029,0.7802197802197801,0.7424892703862662,0.8996282527881041,1.0000000000000004,0.94
1125054,강동구,명일2동,42.8,42.1,43.6,0.3621621621621621,0.0,0.2487458193979933,0.2857142857142857,0.2222222222222222,0.06060606060606061,0.0,0.024096385542168676,0.5606060606060606,0.4545454545454546,0.9224137931034493,0.8125,0.878640776699029,0.7802197802197801,0.7424892703862662,0.8996282527881041,1.0000000000000004,0.94
1125055,강동구,고덕1동,40.3,39.0,41.5,0.3621621621621621,0.0,0.2487458193979933,0.2857142857142857,0.2222222222222222,0.06060606060606061,0.0,0.024096385542168676,0.5606060606060606,0.4545454545454546,0.9224137931034493,0.8125,0.878640776699029,0.7802197802197801,0.7424892703862662,0.8996282527881041,1.0000000000000004,0.94
1125056,강동구,고덕2동,41.1,40.5,41.6,0.3621621621621621,0.0,0.2487458193979933,0.2857142857142857,0.2222222222222222,0.06060606060606061,0.0,0.024096385542168676,0.5606060606060606,0.4545454545454546,0.9224137931034493,0.8125,0.878640776699029,0.7802197802197801,0.7424892703862662,0.8996282527881041,1.0000000000000004,0.94
1125058,강동구,암사2동,43.8,43.1,44.5,0.3621621621621621,0.0,0.2487458193979933,0.2857142857142857,0.2222222222222222,0.06060606060606061,0.0,0.024096385542168676,0.5606060606060606,0.4545454545454546,0.9224137931034493,0.8125,0.878640776699029,0.7802197802197801,0.7424892703862662,0.8996282527881041,1.0000000000000004,0.94
1125059,강동구,암사3동,42.6,41.8,43.3,0.3621621621621621,0.0,0.2487458193979933,0.2857142857142857,0.2222222222222222,0.06060606060606061,0.0,0.024096385542168676,0.5606060606060606,0.4545454545454546,0.9224137931034493,0.8125,0.878640776699029,0.7802197802197801,0.7424892703862662,0.8996282527881041,1.0000000000000004,0.94
1125061,강동구,천호1동,47.2,46.1,48.3,0.3621621621621621,0.0,0.2487458193979933,0.2857142857142857,0.2222222222222222,0.06060606060606061,0.0,0.024096385542168676,0.5606060606060606,0.4545454545454546,0.9224137931034493,0.8125,0.878640776699029,0.7802197802197801,0.7424892703862662,0.8996282527881041,1.0000000000000004,0.94
1125063,강동구,천호3동,45.4,45.4,45.4,0.3621621621621621,0.0,0.2487458193979933,0.2857142857142857,0.2222222222222222,0.06060606060606061,0.0,0.024096385542168676,0.5606060606060606,0.4545454545454546,0.9224137931034493,0.8125,0.878640776699029,0.7802197802197801,0.7424892703862662,0.8996282527881041,1.0000000000000004,0.94
1125065,강동구,성내1동,43.6,42.8,44.3,0.3621621621621621,0.0,0.2487458193979933,0.2857142857142857,0.2222222222222222,0.06060606060606061,0.0,0.024096385542168676,0.5606060606060606,0.4545454545454546,0.9224137931034493,0.8125,0.878640776699029,0.7802197802197801,0.7424892703862662,0.8996282527881041,1.0000000000000004,0.94
1125066,강동구,성내2동,45.9,45.6,46.2,0.3621621621621621,0.0,0.2487458193979933,0.2857142857142857,0.2222222222222222,0.06060606060606061,0.0,0.024096385542168676,0.5606060606060606,0.4545454545454546,0.9224137931034493,0.8125,0.878640776699029,0.7802197802197801,0.7424892703862662,0.8996282527881041,1.0000000000000004,0.94
1125067,강동구,성내3동,45.7,44.2,47.1,0.3621621621621621,0.0,0.2487458193979933,0.2857142857142857,0.2222222222222222,0.06060606060606061,0.0,0.024096385542168676,0.5606060606060606,0.4545454545454546,0.9224137931034493,0.8125,0.878640776699029,0.7802197802197801,0.7424892703862662,0.8996282527881041,1.0000000000000004,0.94
1125070,강동구,둔촌1동,46.0,47.7,43.9,0.3621621621621621,0.0,0.2487458193979933,0.2857142857142857,0.2222222222222222,0.06060606060606061,0.0,0.024096385542168676,0.5606060606060606,0.4545454545454546,0.9224137931034493,0.8125,0.878640776699029,0.7802197802197801,0.7424892703862662,0.8996282527881041,1.0000000000000004,0.94
1125071,강동구,둔촌2동,44.7,43.7,45.6,0.3621621621621621,0.0,0.2487458193979933,0.2857142857142857,0.2222222222222222,0.06060606060606061,0.0,0.024096385542168676,0.5606060606060606,0.4545454545454546,0.9224137931034493,0.8125,0.878640776699029,0.7802197802197801,0.7424892703862662,0.8996282527881041,1.0000000000000004,0.94
1125072,강동구,암사1동,45.9,44.9,46.9,0.3621621621621621,0.0,0.2487458193979933,0.2857142857142857,0.2222222222222222,0.06060606060606061,0.0,0.024096385542168676,0.5606060606060606,0.4545454545454546,0.9224137931034493,0.8125,0.878640776699029,0.7802197802197801,0.7424892703862662,0.8996282527881041,1.0000000000000004,0.94
1125073,강동구,천호2동,45.8,45.4,46.3,0.3621621621621621,0.0,0.2487458193979933,0.2857142857142857,0.2222222222222222,0.06060606060606061,0.0,0.024096385542168676,0.5606060606060606,0.4545454545454546,0.9224137931034493,0.8125,0.878640776699029,0.7802197802197801,0.7424892703862662,0.8996282527881041,1.0000000000000004,0.94
1125074,강동구,길동,46.0,45.2,46.7,0.3621621621621621,0.0,0.2487458193979933,0.2857142857142857,0.2222222222222222,0.06060606060606061,0.0,0.024096385542168676,0.5606060606060606,0.4545454545454546,0.9224137931034493,0.8125,0.878640776699029,0.7802197802197801,0.7424892703862662,0.8996282527881041,1.0000000000000004,0.94
